BEEID,CNUM,CHOICE,SYM,LOWNUM,HIGHNUM,SHAPE
14,3,0,A,6,10,SQUARE
14,4,1,A,6,10,SQUARE
14,5,0,A,6,10,SQUARE
14,6,1,A,6,10,SQUARE
14,7,0,A,6,10,SQUARE
14,8,0,A,6,10,SQUARE
14,9,0,A,6,10,SQUARE
14,10,0,A,6,10,SQUARE
14,11,1,A,6,10,SQUARE
14,12,0,A,4,8,TRIANGLE
14,13,1,A,4,8,TRIANGLE
14,14,0,A,4,8,TRIANGLE
14,15,0,A,4,8,TRIANGLE
14,16,1,A,4,8,TRIANGLE
14,17,0,A,4,8,TRIANGLE
14,18,1,A,4,8,TRIANGLE
14,19,1,A,4,8,TRIANGLE
14,20,1,A,4,10,CIRCLE
14,21,0,A,4,10,CIRCLE
14,22,0,A,4,10,CIRCLE
14,23,0,A,4,10,CIRCLE
14,24,1,A,4,10,CIRCLE
14,25,1,A,4,10,CIRCLE
14,26,1,A,6,10,STAR
14,27,1,A,6,10,STAR
14,28,1,A,6,10,STAR
14,29,0,A,6,10,STAR
14,30,1,A,6,10,STAR
14,31,0,A,6,8,SQUARE
14,32,1,A,6,8,SQUARE
14,33,0,A,6,8,SQUARE
14,34,1,A,6,8,SQUARE
14,35,0,A,6,8,SQUARE
14,36,0,A,6,8,SQUARE
14,37,0,A,6,8,SQUARE
14,38,0,A,6,8,SQUARE
14,39,1,A,6,8,SQUARE
14,40,1,A,6,8,SQUARE
14,41,0,A,4,8,TRIANGLE
14,42,0,A,4,8,TRIANGLE
14,43,0,A,4,8,TRIANGLE
14,44,1,A,4,8,TRIANGLE
14,45,0,A,4,8,TRIANGLE
14,46,1,A,4,8,TRIANGLE
14,47,1,A,4,8,TRIANGLE
14,48,0,A,4,8,TRIANGLE
14,49,0,A,4,8,TRIANGLE
14,50,1,A,4,8,TRIANGLE
14,51,1,A,8,10,CIRCLE
14,52,1,A,8,10,CIRCLE
14,53,1,A,8,10,CIRCLE
14,54,1,A,8,10,CIRCLE
14,55,1,A,8,10,CIRCLE
14,56,1,A,4,6,STAR
14,57,0,A,4,6,STAR
14,58,0,A,4,6,STAR
14,59,1,A,4,6,STAR
14,60,0,A,4,6,STAR
14,61,1,A,4,6,STAR
14,62,1,A,6,10,SQUARE
14,63,0,A,6,10,SQUARE
14,64,0,A,6,10,SQUARE
14,65,0,A,6,10,SQUARE
14,66,1,A,6,10,SQUARE
14,67,0,A,6,10,SQUARE
14,68,0,A,6,10,SQUARE
14,69,0,A,6,10,SQUARE
14,70,1,A,6,10,SQUARE
14,71,1,A,4,6,TRIANGLE
14,72,1,A,4,6,TRIANGLE
14,73,0,A,4,6,TRIANGLE
14,74,0,A,4,6,TRIANGLE
14,75,0,A,4,6,TRIANGLE
14,76,0,A,4,6,TRIANGLE
14,77,1,A,4,6,TRIANGLE
14,78,1,A,4,6,TRIANGLE
14,79,1,A,4,6,TRIANGLE
14,80,1,A,4,6,TRIANGLE
14,81,1,A,6,10,CIRCLE
14,82,1,A,6,10,CIRCLE
14,83,1,A,6,10,CIRCLE
14,84,1,A,8,10,STAR
14,85,1,A,8,10,STAR
14,86,1,A,8,10,STAR
14,87,0,A,6,10,CIRCLE
14,88,1,A,6,10,CIRCLE
14,89,1,A,6,10,CIRCLE
14,90,1,A,6,10,CIRCLE
14,91,0,A,6,10,CIRCLE
14,92,1,A,6,10,CIRCLE
14,93,1,A,4,8,STAR
14,94,1,A,4,8,STAR
14,95,0,A,4,8,STAR
14,96,1,A,4,8,STAR
14,97,1,A,4,8,STAR
14,98,1,A,4,8,STAR
14,99,1,A,4,6,SQUARE
14,100,0,A,4,6,SQUARE
15,1,0,A,8,10,SQUARE
15,2,0,A,8,10,SQUARE
15,3,0,A,8,10,SQUARE
15,4,0,A,8,10,SQUARE
15,5,1,A,8,10,SQUARE
15,6,0,A,8,10,SQUARE
15,7,1,A,8,10,SQUARE
15,8,1,A,6,8,TRIANGLE
15,9,0,A,6,8,TRIANGLE
15,10,0,A,6,8,TRIANGLE
15,11,0,A,6,8,TRIANGLE
15,12,0,A,6,8,TRIANGLE
15,13,0,A,6,8,TRIANGLE
15,14,0,A,6,8,TRIANGLE
15,15,0,A,6,8,TRIANGLE
15,16,0,A,6,8,TRIANGLE
15,17,1,A,6,8,TRIANGLE
15,18,1,A,6,8,TRIANGLE
15,19,1,A,6,8,CIRCLE
15,20,0,A,6,8,CIRCLE
15,21,0,A,6,8,CIRCLE
15,22,0,A,6,8,CIRCLE
15,23,1,A,6,8,CIRCLE
15,24,0,A,4,10,STAR
15,25,1,A,4,10,STAR
15,26,1,A,4,10,STAR
15,27,1,A,4,8,SQUARE
15,28,1,A,4,8,SQUARE
15,29,1,A,4,8,SQUARE
15,30,0,A,4,8,SQUARE
15,31,1,A,4,8,SQUARE
15,32,0,A,6,10,TRIANGLE
15,33,1,A,6,10,TRIANGLE
15,34,0,A,6,10,TRIANGLE
15,35,0,A,6,10,TRIANGLE
15,36,0,A,4,6,CIRCLE
15,37,0,A,4,6,CIRCLE
15,38,1,A,4,6,CIRCLE
15,39,0,A,4,6,CIRCLE
15,40,0,A,4,6,CIRCLE
15,41,0,A,4,6,CIRCLE
15,42,0,A,4,6,CIRCLE
15,43,0,A,4,6,CIRCLE
15,44,1,A,4,6,CIRCLE
15,45,1,A,6,10,SQUARE
15,46,1,A,6,10,SQUARE
15,47,1,A,6,10,SQUARE
15,48,1,A,4,10,CIRCLE
15,49,1,A,4,10,CIRCLE
15,50,1,A,4,10,CIRCLE
15,51,1,A,4,10,CIRCLE
15,52,0,A,8,10,STAR
15,53,1,A,8,10,STAR
15,54,1,A,8,10,STAR
15,55,0,A,8,10,STAR
15,56,1,A,8,10,STAR
15,57,1,A,4,10,SQUARE
15,58,1,A,4,10,SQUARE
15,59,1,A,4,10,SQUARE
15,60,1,A,6,8,TRIANGLE
15,61,0,A,6,8,TRIANGLE
15,62,1,A,6,8,TRIANGLE
15,63,0,A,6,8,TRIANGLE
15,64,1,A,6,8,TRIANGLE
15,65,1,A,4,10,CIRCLE
15,66,0,A,4,10,CIRCLE
15,67,1,A,4,10,CIRCLE
15,68,0,A,4,10,CIRCLE
15,69,0,A,4,10,CIRCLE
15,70,1,A,4,10,CIRCLE
15,71,0,A,4,10,CIRCLE
15,72,0,A,4,10,CIRCLE
15,73,1,A,4,10,CIRCLE
15,74,1,A,4,10,CIRCLE
15,75,0,A,6,8,STAR
15,76,1,A,6,8,STAR
15,77,1,A,4,6,SQUARE
15,78,1,A,4,6,SQUARE
15,79,0,A,4,6,SQUARE
15,80,1,A,4,6,SQUARE
15,81,1,A,4,6,SQUARE
15,82,1,A,4,6,SQUARE
15,83,1,A,4,6,SQUARE
15,84,1,A,4,6,SQUARE
15,85,1,A,4,10,TRIANGLE
15,86,1,A,4,10,TRIANGLE
15,87,1,A,4,8,CIRCLE
15,88,1,A,4,8,CIRCLE
15,89,0,A,4,8,CIRCLE
15,90,0,A,4,6,SQUARE
15,91,1,A,4,6,SQUARE
15,92,1,A,4,6,SQUARE
15,93,1,A,4,6,SQUARE
15,94,1,A,4,6,SQUARE
15,95,1,A,6,10,STAR
15,96,1,A,6,10,STAR
15,97,1,A,6,10,STAR
15,98,0,A,6,10,STAR
15,99,1,A,6,10,STAR
15,100,1,A,6,10,STAR
16,1,0,A,8,10,STAR
16,2,0,A,8,10,STAR
16,3,1,A,6,8,TRIANGLE
16,4,1,A,6,8,TRIANGLE
16,5,1,A,4,10,CIRCLE
16,6,1,A,4,10,CIRCLE
16,7,1,A,4,10,CIRCLE
16,8,1,A,4,10,CIRCLE
16,9,1,A,6,8,STAR
16,10,0,A,6,8,STAR
16,11,1,A,6,8,STAR
16,12,0,A,6,8,STAR
16,13,1,A,6,8,STAR
16,14,0,A,6,8,STAR
16,15,0,A,6,8,STAR
16,16,1,A,4,6,SQUARE
16,17,0,A,4,6,SQUARE
16,18,1,A,4,6,SQUARE
16,19,0,A,4,10,TRIANGLE
16,20,1,A,4,10,TRIANGLE
16,21,1,A,4,8,CIRCLE
16,22,1,A,4,8,CIRCLE
16,23,0,A,4,6,STAR
16,24,1,A,4,6,STAR
16,25,0,A,6,10,STAR
16,26,1,A,6,10,STAR
16,27,1,A,6,10,STAR
16,28,1,A,6,10,STAR
16,29,1,A,6,10,STAR
16,30,0,A,6,10,STAR
16,31,0,A,6,10,STAR
16,32,1,A,6,10,STAR
16,33,1,A,6,10,STAR
16,34,1,A,6,8,SQUARE
16,35,0,A,6,8,SQUARE
16,36,1,A,6,8,SQUARE
16,37,0,A,6,10,TRIANGLE
16,38,1,A,6,10,TRIANGLE
16,39,1,A,6,10,TRIANGLE
16,40,1,A,6,8,CIRCLE
16,41,0,A,6,8,CIRCLE
16,42,0,A,6,8,CIRCLE
16,43,1,A,6,8,CIRCLE
16,44,1,A,6,8,CIRCLE
16,45,1,A,6,8,CIRCLE
16,46,0,A,4,10,STAR
16,47,1,A,4,10,STAR
16,48,1,A,4,10,STAR
16,49,1,A,4,10,STAR
16,50,1,A,4,8,SQUARE
16,51,1,A,4,8,SQUARE
16,52,1,A,4,8,SQUARE
16,53,0,A,4,8,SQUARE
16,54,0,A,4,8,SQUARE
16,55,1,A,4,8,SQUARE
16,56,1,A,4,8,SQUARE
16,57,1,A,4,8,SQUARE
16,58,1,A,6,8,TRIANGLE
16,59,0,A,6,8,TRIANGLE
16,60,1,A,6,8,TRIANGLE
16,61,0,A,6,8,TRIANGLE
16,62,1,A,6,8,TRIANGLE
16,63,1,A,8,10,CIRCLE
16,64,1,A,8,10,CIRCLE
16,65,0,A,8,10,CIRCLE
16,66,0,A,8,10,CIRCLE
16,67,1,A,8,10,CIRCLE
16,68,1,A,6,10,STAR
16,69,1,A,6,10,STAR
16,70,0,A,6,10,STAR
16,71,1,A,6,10,STAR
16,72,0,A,6,10,STAR
16,73,0,A,6,10,STAR
16,74,1,A,6,10,STAR
16,75,0,A,4,8,SQUARE
16,76,1,A,4,8,SQUARE
16,77,0,A,4,8,SQUARE
16,78,1,A,4,8,SQUARE
16,79,1,A,4,8,SQUARE
16,80,0,A,6,8,TRIANGLE
16,81,1,A,6,8,TRIANGLE
16,82,1,A,6,8,TRIANGLE
16,83,1,A,6,8,TRIANGLE
16,84,0,A,6,8,TRIANGLE
16,85,1,A,6,8,TRIANGLE
16,86,1,A,4,6,CIRCLE
16,87,1,A,4,6,CIRCLE
16,88,1,A,4,6,CIRCLE
16,89,1,A,4,6,CIRCLE
16,90,1,A,6,8,STAR
16,91,1,A,6,8,STAR
16,92,1,A,6,8,STAR
16,93,0,A,6,8,STAR
16,94,1,A,6,8,STAR
16,95,1,A,6,8,STAR
16,96,1,A,6,8,STAR
16,97,0,A,4,10,SQUARE
16,98,1,A,4,10,SQUARE
16,99,1,A,4,10,SQUARE
16,100,1,A,4,10,SQUARE
17,1,0,A,4,10,SQUARE
17,2,1,A,4,10,SQUARE
17,3,0,A,4,10,SQUARE
17,4,1,A,4,10,SQUARE
17,5,0,A,4,10,SQUARE
17,6,1,A,4,10,SQUARE
17,7,0,A,4,6,TRIANGLE
17,8,0,A,4,6,TRIANGLE
17,9,0,A,4,6,TRIANGLE
17,10,0,A,4,6,TRIANGLE
17,11,1,A,4,6,TRIANGLE
17,12,0,A,4,6,TRIANGLE
17,13,1,A,4,6,TRIANGLE
17,14,1,A,4,6,TRIANGLE
17,15,0,A,4,6,TRIANGLE
17,16,0,A,4,6,TRIANGLE
17,17,1,A,4,6,TRIANGLE
17,18,1,A,4,6,TRIANGLE
17,19,1,A,4,10,CIRCLE
17,20,0,A,4,10,CIRCLE
17,21,1,A,4,10,CIRCLE
17,22,0,A,4,10,CIRCLE
17,23,0,A,4,10,CIRCLE
17,24,0,A,4,10,CIRCLE
17,25,0,A,4,10,CIRCLE
17,26,0,A,4,10,CIRCLE
17,27,0,A,4,10,CIRCLE
17,28,0,A,4,10,CIRCLE
17,29,1,A,4,10,CIRCLE
17,30,1,A,6,10,STAR
17,31,0,A,6,10,STAR
17,32,0,A,6,10,STAR
17,33,0,A,6,10,STAR
17,34,1,A,6,10,STAR
17,35,0,A,6,10,STAR
17,36,1,A,6,10,STAR
17,37,0,A,6,8,SQUARE
17,38,0,A,6,8,SQUARE
17,39,1,A,6,8,SQUARE
17,40,1,A,6,8,SQUARE
17,41,1,A,6,8,SQUARE
17,42,1,A,6,8,SQUARE
17,43,1,A,6,10,TRIANGLE
17,44,0,A,6,10,TRIANGLE
17,45,0,A,6,10,TRIANGLE
17,46,0,A,6,10,TRIANGLE
17,47,0,A,6,10,TRIANGLE
17,48,1,A,6,10,TRIANGLE
17,49,1,A,6,10,TRIANGLE
17,50,0,A,6,10,TRIANGLE
17,51,0,A,6,10,TRIANGLE
17,52,0,A,6,10,TRIANGLE
17,53,0,A,6,10,TRIANGLE
17,54,1,A,6,10,TRIANGLE
17,55,1,A,6,10,TRIANGLE
17,56,1,A,6,10,TRIANGLE
17,57,1,A,6,10,TRIANGLE
17,58,1,A,6,10,TRIANGLE
17,59,1,A,6,8,CIRCLE
17,60,1,A,6,8,CIRCLE
17,61,1,A,6,8,CIRCLE
17,62,1,A,6,10,STAR
17,63,0,A,6,10,STAR
17,64,1,A,6,10,STAR
17,65,0,A,6,10,STAR
17,66,1,A,6,10,STAR
17,67,1,A,8,10,SQUARE
17,68,1,A,8,10,SQUARE
17,69,1,A,8,10,SQUARE
17,70,1,A,4,6,TRIANGLE
17,71,1,A,4,6,TRIANGLE
17,72,1,A,4,6,TRIANGLE
17,73,1,A,4,6,TRIANGLE
17,74,0,A,4,6,TRIANGLE
17,75,1,A,4,6,CIRCLE
17,76,1,A,4,6,CIRCLE
17,77,1,A,4,6,CIRCLE
17,78,1,A,4,6,STAR
17,79,0,A,4,6,STAR
17,80,1,A,4,6,STAR
17,81,1,A,4,6,STAR
17,82,1,A,4,6,STAR
17,83,0,A,6,8,SQUARE
17,84,1,A,6,8,SQUARE
17,85,1,A,6,8,SQUARE
17,86,1,A,6,8,SQUARE
17,87,1,A,4,10,TRIANGLE
17,88,1,A,4,10,TRIANGLE
17,89,0,A,4,10,TRIANGLE
17,90,1,A,4,10,TRIANGLE
17,91,1,A,4,10,TRIANGLE
17,92,1,A,4,8,STAR
17,93,1,A,4,8,STAR
17,94,1,A,4,8,STAR
17,95,0,A,4,10,SQUARE
17,96,0,A,4,10,SQUARE
17,97,1,A,4,10,SQUARE
17,98,0,A,4,10,SQUARE
17,99,1,A,4,10,SQUARE
17,100,1,A,4,10,SQUARE
18,1,0,A,6,8,SQUARE
18,2,0,A,6,8,SQUARE
18,3,1,A,6,8,SQUARE
18,4,1,A,6,8,SQUARE
18,5,1,A,6,8,TRIANGLE
18,6,1,A,6,8,TRIANGLE
18,7,0,A,6,8,TRIANGLE
18,8,0,A,6,8,TRIANGLE
18,9,1,A,6,8,TRIANGLE
18,10,1,A,6,8,TRIANGLE
18,11,0,A,4,8,CIRCLE
18,12,0,A,4,8,CIRCLE
18,13,0,A,4,8,CIRCLE
18,14,1,A,4,8,CIRCLE
18,15,1,A,4,8,CIRCLE
18,16,1,A,4,8,CIRCLE
18,17,0,A,4,8,CIRCLE
18,18,0,A,4,8,CIRCLE
18,19,0,A,4,10,STAR
18,20,1,A,4,10,STAR
18,21,0,A,4,10,STAR
18,22,0,A,4,10,STAR
18,23,1,A,4,10,STAR
18,24,1,A,4,10,STAR
18,25,0,A,4,8,SQUARE
18,26,1,A,4,8,SQUARE
18,27,1,A,4,8,SQUARE
18,28,1,A,6,10,TRIANGLE
18,29,1,A,6,10,TRIANGLE
18,30,1,A,4,6,STAR
18,31,0,A,4,6,STAR
18,32,0,A,4,6,STAR
18,33,1,A,4,6,STAR
18,34,1,A,4,10,SQUARE
18,35,0,A,4,10,SQUARE
18,36,1,A,4,10,SQUARE
18,37,0,A,6,10,TRIANGLE
18,38,0,A,6,10,TRIANGLE
18,39,0,A,6,10,TRIANGLE
18,40,1,A,6,10,TRIANGLE
18,41,1,A,6,10,TRIANGLE
18,42,1,A,6,10,TRIANGLE
18,43,1,A,6,10,TRIANGLE
18,44,0,A,4,6,CIRCLE
18,45,1,A,4,6,CIRCLE
18,46,1,A,4,6,CIRCLE
18,47,1,A,4,10,STAR
18,48,1,A,4,10,STAR
18,49,1,A,4,10,STAR
18,50,1,A,4,8,SQUARE
18,51,0,A,4,8,SQUARE
18,52,1,A,4,8,SQUARE
18,53,1,A,4,8,SQUARE
18,54,1,A,4,8,SQUARE
18,55,1,A,4,6,TRIANGLE
18,56,1,A,4,6,TRIANGLE
18,57,1,A,4,6,TRIANGLE
18,58,1,A,4,6,TRIANGLE
18,59,0,A,4,6,TRIANGLE
18,60,1,A,6,10,CIRCLE
18,61,1,A,6,10,CIRCLE
18,62,0,A,6,10,CIRCLE
18,63,0,A,6,10,CIRCLE
18,64,0,A,6,10,CIRCLE
18,65,1,A,6,10,CIRCLE
18,66,1,A,6,10,CIRCLE
18,67,0,A,6,10,CIRCLE
18,68,0,A,6,10,CIRCLE
18,69,1,A,6,10,CIRCLE
18,70,1,A,4,10,STAR
18,71,1,A,4,10,STAR
18,72,1,A,4,10,STAR
18,73,1,A,4,10,STAR
18,74,0,A,4,10,STAR
18,75,1,A,4,10,STAR
18,76,1,A,4,6,SQUARE
18,77,0,A,4,6,SQUARE
18,78,0,A,4,6,SQUARE
18,79,0,A,4,6,SQUARE
18,80,1,A,4,6,SQUARE
18,81,0,A,8,10,TRIANGLE
18,82,1,A,8,10,TRIANGLE
18,83,0,A,8,10,TRIANGLE
18,84,1,A,8,10,TRIANGLE
18,85,1,A,8,10,TRIANGLE
18,86,1,A,4,6,CIRCLE
18,87,0,A,4,6,CIRCLE
18,88,0,A,4,6,CIRCLE
18,89,1,A,4,6,CIRCLE
18,90,1,A,4,6,CIRCLE
18,91,1,A,4,8,STAR
18,92,1,A,4,8,STAR
18,93,0,A,4,8,STAR
18,94,1,A,4,8,STAR
18,95,0,A,4,8,STAR
18,96,1,A,4,8,STAR
18,97,1,A,4,8,STAR
18,98,1,A,6,8,SQUARE
18,99,1,A,6,8,SQUARE
18,100,1,A,6,8,SQUARE
19,1,1,A,6,8,SQUARE
19,2,1,A,6,8,SQUARE
19,3,0,A,6,8,SQUARE
19,4,0,A,6,8,SQUARE
19,5,1,A,6,8,SQUARE
19,6,0,A,6,8,SQUARE
19,7,0,A,6,8,SQUARE
19,8,1,A,6,8,TRIANGLE
19,9,1,A,6,8,TRIANGLE
19,10,1,A,6,8,TRIANGLE
19,11,0,A,4,8,CIRCLE
19,12,0,A,4,8,CIRCLE
19,13,0,A,4,8,CIRCLE
19,14,0,A,4,8,CIRCLE
19,15,0,A,4,8,CIRCLE
19,16,0,A,4,8,CIRCLE
19,17,1,A,4,8,CIRCLE
19,18,0,A,4,8,CIRCLE
19,19,0,A,4,8,CIRCLE
19,20,0,A,4,8,CIRCLE
19,21,0,A,4,8,CIRCLE
19,22,0,A,4,10,STAR
19,23,0,A,4,10,STAR
19,24,1,A,4,10,STAR
19,25,0,A,4,8,SQUARE
19,26,1,A,4,8,SQUARE
19,27,1,A,4,8,SQUARE
19,28,0,A,4,8,SQUARE
19,29,0,A,4,8,SQUARE
19,30,1,A,4,8,SQUARE
19,31,1,A,4,8,SQUARE
19,32,0,A,4,8,SQUARE
19,33,1,A,4,8,SQUARE
19,34,1,A,6,10,TRIANGLE
19,35,0,A,6,10,TRIANGLE
19,36,1,A,6,10,TRIANGLE
19,37,0,A,6,10,TRIANGLE
19,38,0,A,6,10,TRIANGLE
19,39,1,A,6,10,TRIANGLE
19,40,1,A,6,10,TRIANGLE
19,41,0,A,4,6,STAR
19,42,0,A,4,6,STAR
19,43,0,A,4,6,STAR
19,44,1,A,4,6,STAR
19,45,0,A,4,6,STAR
19,46,0,A,4,6,STAR
19,47,0,A,4,6,STAR
19,48,0,A,4,6,STAR
19,49,0,A,4,6,STAR
19,50,0,A,4,6,STAR
19,51,0,A,4,6,STAR
19,52,0,A,4,6,STAR
19,53,0,A,4,6,STAR
19,54,1,A,4,6,STAR
19,55,1,A,4,6,STAR
19,56,1,A,4,6,STAR
19,57,1,A,4,10,SQUARE
19,58,0,A,6,10,TRIANGLE
19,59,1,A,6,10,TRIANGLE
19,60,0,A,6,10,TRIANGLE
19,61,1,A,6,10,TRIANGLE
19,62,1,A,6,10,TRIANGLE
19,63,1,A,6,10,TRIANGLE
19,64,0,A,6,10,TRIANGLE
19,65,0,A,6,10,TRIANGLE
19,66,0,A,6,10,TRIANGLE
19,67,0,A,6,10,TRIANGLE
19,68,1,A,6,10,TRIANGLE
19,69,1,A,6,10,TRIANGLE
19,70,0,A,6,10,TRIANGLE
19,71,0,A,6,10,TRIANGLE
19,72,0,A,6,10,TRIANGLE
19,73,1,A,6,10,TRIANGLE
19,74,1,A,4,10,STAR
19,75,1,A,4,10,STAR
19,76,1,A,4,10,STAR
19,77,0,A,4,10,STAR
19,78,1,A,4,10,STAR
19,79,0,A,4,10,STAR
19,80,1,A,4,10,STAR
19,81,0,A,4,10,STAR
19,82,0,A,4,10,STAR
19,83,1,A,4,10,STAR
19,84,0,A,4,10,STAR
19,85,1,A,4,10,STAR
19,86,1,A,4,10,STAR
19,87,0,A,4,10,STAR
19,88,1,A,4,10,STAR
19,89,1,A,4,10,STAR
19,90,0,A,4,8,SQUARE
19,91,0,A,4,8,SQUARE
19,92,1,A,4,8,SQUARE
19,93,0,A,4,8,SQUARE
19,94,0,A,4,8,SQUARE
19,95,0,A,4,8,SQUARE
19,96,0,A,4,8,SQUARE
19,97,0,A,4,8,SQUARE
19,98,0,A,4,8,SQUARE
19,99,0,A,4,8,SQUARE
19,100,1,A,4,8,SQUARE
20,1,0,S,4,6,CIRCLE
20,2,0,S,4,6,CIRCLE
20,3,1,S,4,8,SQUARE
20,4,0,S,4,8,SQUARE
20,5,1,S,4,8,SQUARE
20,6,1,S,4,8,SQUARE
20,7,0,S,6,10,TRIANGLE
20,8,0,S,6,10,TRIANGLE
20,9,0,S,6,10,TRIANGLE
20,10,0,S,4,6,SQUARE
20,11,1,S,4,6,SQUARE
20,12,0,S,4,6,SQUARE
20,13,1,S,4,6,SQUARE
20,14,1,S,4,6,SQUARE
20,15,0,S,4,6,SQUARE
20,16,1,S,6,8,STAR
20,17,0,S,6,8,STAR
20,18,0,S,6,8,STAR
20,19,1,S,6,8,STAR
20,20,1,S,6,8,STAR
20,21,1,S,6,10,TRIANGLE
20,22,0,S,6,10,TRIANGLE
20,23,0,S,6,10,TRIANGLE
20,24,1,S,6,10,TRIANGLE
20,25,0,S,4,10,STAR
20,26,1,S,4,10,STAR
20,27,0,S,4,10,STAR
20,28,1,S,4,10,STAR
20,29,0,S,4,10,STAR
20,30,0,S,6,8,CIRCLE
20,31,1,S,6,8,CIRCLE
20,32,0,S,6,8,CIRCLE
20,33,1,S,6,8,CIRCLE
20,34,1,S,6,8,CIRCLE
20,35,0,S,6,10,TRIANGLE
20,36,0,S,6,10,TRIANGLE
